Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
62312,Innovate Industries,Influencer,Women 35-44,30 days,Email,0.11,6037.0,4.2,New York,French,331,1401,8,Fashionistas,2021-09-19,0.23625981441827265
140491,Innovate Industries,Social Media,Women 25-34,15 days,Instagram,0.14,19029.0,5.03,Chicago,French,976,5501,6,Tech Enthusiasts,2021-11-27,0.1774222868569351
137572,Innovate Industries,Influencer,Women 35-44,60 days,Email,0.11,13369.0,7.73,Houston,Mandarin,200,3452,10,Outdoor Adventurers,2021-11-28,0.05793742757821553
134896,Innovate Industries,Search,Men 18-24,60 days,Website,0.09,12072.0,2.52,Miami,French,132,9752,8,Fashionistas,2021-07-30,0.013535684987694831
189002,TechCorp,Email,Men 25-34,45 days,Facebook,0.02,13482.0,2.3,Miami,German,724,5112,1,Foodies,2021-10-24,0.14162754303599373
3236,Innovate Industries,Social Media,All Ages,45 days,Website,0.13,16789.0,6.92,Los Angeles,English,951,2718,4,Fashionistas,2021-11-12,0.3498896247240618
75510,NexGen Systems,Influencer,Men 25-34,45 days,Facebook,0.03,6260.0,7.32,Los Angeles,French,886,1339,6,Tech Enthusiasts,2021-11-16,0.6616878267363704
95515,NexGen Systems,Influencer,All Ages,60 days,Website,0.05,18379.0,2.1,Chicago,French,456,8184,2,Health & Wellness,2021-09-07,0.05571847507331378
24204,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.12,11205.0,2.57,Houston,French,776,9582,4,Health & Wellness,2021-04-24,0.08098518054685869
182460,Innovate Industries,Email,Men 25-34,60 days,Email,0.1,8916.0,2.21,New York,Spanish,859,3080,6,Outdoor Adventurers,2021-11-21,0.2788961038961039
64311,DataTech Solutions,Influencer,Men 25-34,60 days,Google Ads,0.1,8717.0,3.08,Houston,English,537,9391,7,Fashionistas,2021-03-12,0.05718240868917048
47251,Innovate Industries,Search,Men 25-34,45 days,Website,0.1,7174.0,6.17,Houston,Mandarin,290,8837,8,Tech Enthusiasts,2021-06-15,0.03281656670815888
160708,DataTech Solutions,Social Media,Women 25-34,45 days,Instagram,0.15,9365.0,2.82,Los Angeles,English,778,4057,9,Health & Wellness,2021-04-18,0.19176731575055458
187649,DataTech Solutions,Display,Men 25-34,15 days,Email,0.04,9000.0,3.43,Miami,Spanish,742,6546,10,Fashionistas,2021-02-08,0.11335166513901619
87967,Innovate Industries,Display,Men 25-34,45 days,Facebook,0.14,9838.0,7.72,Los Angeles,French,595,7914,1,Health & Wellness,2021-01-02,0.07518321961081627
190986,NexGen Systems,Influencer,Men 25-34,30 days,Email,0.03,15051.0,4.94,Chicago,Spanish,799,6116,3,Health & Wellness,2021-04-01,0.13064094179202093
133344,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,0.04,18907.0,4.28,New York,English,261,5902,2,Foodies,2021-04-29,0.044222297526262284
185099,DataTech Solutions,Social Media,Women 25-34,60 days,Website,0.11,9993.0,3.99,Miami,English,181,8676,8,Foodies,2021-02-13,0.02086214845550945
11480,TechCorp,Email,All Ages,30 days,YouTube,0.11,10647.0,5.6,New York,Spanish,398,7290,3,Health & Wellness,2021-06-14,0.05459533607681756
122258,Alpha Innovations,Influencer,Women 35-44,30 days,Website,0.03,18604.0,6.64,Chicago,German,732,4194,2,Fashionistas,2021-12-14,0.17453505007153075
153149,TechCorp,Display,Men 25-34,30 days,Google Ads,0.12,14523.0,2.72,New York,English,605,8441,10,Outdoor Adventurers,2021-08-02,0.07167397227816609
64676,DataTech Solutions,Social Media,Women 35-44,60 days,Email,0.03,16447.0,4.57,Miami,French,292,1859,7,Foodies,2021-03-12,0.157073695535234
48401,TechCorp,Influencer,Women 25-34,60 days,Email,0.07,14379.0,6.13,Miami,Mandarin,248,1255,3,Outdoor Adventurers,2021-08-09,0.19760956175298805
1573,DataTech Solutions,Influencer,All Ages,15 days,Facebook,0.13,12918.0,2.13,Chicago,German,690,6400,5,Health & Wellness,2021-04-23,0.1078125
57704,Alpha Innovations,Display,Men 25-34,45 days,Instagram,0.11,7048.0,3.89,Los Angeles,Spanish,768,6058,5,Outdoor Adventurers,2021-02-03,0.12677451304060747
159121,Alpha Innovations,Email,All Ages,45 days,Instagram,0.07,5340.0,5.9,New York,French,161,7798,3,Outdoor Adventurers,2021-12-12,0.02064631956912029
56490,Alpha Innovations,Display,Women 25-34,45 days,Google Ads,0.02,17873.0,6.83,New York,Mandarin,201,5510,9,Foodies,2021-10-07,0.03647912885662432
158013,Innovate Industries,Display,All Ages,15 days,YouTube,0.04,18735.0,6.29,Miami,German,152,4011,6,Foodies,2021-11-29,0.03789578658688606
41856,Alpha Innovations,Influencer,All Ages,30 days,Facebook,0.08,10973.0,3.13,Miami,German,328,9412,2,Outdoor Adventurers,2021-09-03,0.03484912877178071
128568,Alpha Innovations,Display,Women 35-44,45 days,Website,0.06,10999.0,7.65,Chicago,English,652,4009,9,Tech Enthusiasts,2021-03-29,0.16263407333499627
91936,NexGen Systems,Search,Women 25-34,30 days,YouTube,0.09,14643.0,2.67,Los Angeles,English,734,3306,1,Health & Wellness,2021-11-17,0.2220205686630369
51760,Alpha Innovations,Influencer,Women 25-34,45 days,Google Ads,0.13,17547.0,2.27,Chicago,Spanish,555,8600,5,Foodies,2021-10-22,0.06453488372093023
57385,Innovate Industries,Influencer,Women 35-44,15 days,Email,0.15,11943.0,7.18,Los Angeles,French,679,1001,6,Health & Wellness,2021-03-21,0.6783216783216783
177267,Alpha Innovations,Display,Women 25-34,30 days,Email,0.08,8640.0,4.55,Houston,Spanish,495,5491,1,Fashionistas,2021-08-30,0.09014751411400473
32096,DataTech Solutions,Search,Men 25-34,15 days,YouTube,0.05,9508.0,2.19,Houston,German,551,3002,1,Foodies,2021-12-07,0.18354430379746836
96643,Alpha Innovations,Display,Women 35-44,15 days,Email,0.12,19773.0,6.42,Miami,Spanish,600,6022,4,Fashionistas,2021-10-10,0.09963467286615742
79021,DataTech Solutions,Search,Women 25-34,15 days,Instagram,0.1,11906.0,3.99,New York,English,110,4307,1,Fashionistas,2021-06-30,0.025539818899465987
185267,DataTech Solutions,Display,Men 18-24,45 days,Google Ads,0.14,5240.0,5.75,Chicago,German,883,8655,4,Foodies,2021-07-31,0.10202195262853841
85713,TechCorp,Influencer,Women 25-34,15 days,Google Ads,0.02,16326.0,2.65,Chicago,Mandarin,273,2087,7,Fashionistas,2021-10-30,0.1308097747963584
153152,Innovate Industries,Social Media,Men 18-24,15 days,Email,0.13,16440.0,3.05,Los Angeles,German,296,7023,2,Foodies,2021-08-05,0.04214723052826427
89540,NexGen Systems,Social Media,Men 18-24,45 days,Email,0.13,5804.0,7.45,Houston,Mandarin,117,8684,10,Foodies,2021-04-25,0.01347305389221557
193061,DataTech Solutions,Influencer,Men 25-34,45 days,Website,0.13,8582.0,7.83,Los Angeles,Mandarin,132,1432,1,Foodies,2021-12-07,0.09217877094972067
27749,TechCorp,Influencer,Men 25-34,60 days,Email,0.03,12323.0,3.45,Chicago,German,529,5508,1,Foodies,2021-01-09,0.09604212055192447
78448,TechCorp,Influencer,All Ages,30 days,Facebook,0.03,12160.0,4.94,New York,English,378,4063,6,Health & Wellness,2021-12-04,0.0930347034211174
121927,NexGen Systems,Email,Women 35-44,45 days,Email,0.11,5056.0,3.99,Chicago,Mandarin,321,3435,5,Foodies,2021-01-17,0.09344978165938865
180735,DataTech Solutions,Display,Women 25-34,60 days,YouTube,0.02,18388.0,3.9,Miami,Mandarin,945,1349,3,Fashionistas,2021-03-01,0.7005189028910304
18041,Innovate Industries,Search,Men 18-24,60 days,Google Ads,0.1,13789.0,7.69,Los Angeles,English,613,8317,3,Outdoor Adventurers,2021-06-05,0.0737044607430564
178050,Alpha Innovations,Social Media,All Ages,60 days,Instagram,0.03,8432.0,2.74,Chicago,English,301,5020,2,Fashionistas,2021-10-22,0.0599601593625498
159553,TechCorp,Influencer,Men 25-34,15 days,Email,0.12,10069.0,6.13,Los Angeles,Mandarin,651,7682,8,Tech Enthusiasts,2021-02-17,0.08474355636552981
114113,NexGen Systems,Search,All Ages,60 days,Instagram,0.14,11581.0,5.73,Houston,French,937,2580,1,Foodies,2021-08-21,0.3631782945736434
74231,Alpha Innovations,Email,Women 25-34,45 days,Google Ads,0.1,15659.0,2.54,Chicago,Spanish,953,3357,9,Outdoor Adventurers,2021-05-16,0.2838844206136431
170386,Innovate Industries,Social Media,Men 18-24,30 days,Email,0.02,10373.0,2.62,Los Angeles,Mandarin,579,4358,7,Tech Enthusiasts,2021-10-23,0.13285910968334097
119526,TechCorp,Influencer,Women 25-34,45 days,Instagram,0.1,10436.0,6.31,Houston,French,822,9632,8,Fashionistas,2021-06-20,0.08534053156146179
4912,Innovate Industries,Social Media,All Ages,45 days,Google Ads,0.11,5002.0,4.7,Chicago,Spanish,570,8222,9,Foodies,2021-06-16,0.0693261980053515
31198,Alpha Innovations,Search,Men 25-34,60 days,Facebook,0.02,12254.0,7.55,Miami,Spanish,989,2269,10,Health & Wellness,2021-06-22,0.4358748347289555
142069,Innovate Industries,Email,Women 25-34,30 days,Google Ads,0.03,17761.0,7.68,Houston,Mandarin,933,1599,5,Fashionistas,2021-03-25,0.5834896810506567
181044,Innovate Industries,Social Media,Women 35-44,45 days,YouTube,0.09,5695.0,7.1,Miami,French,452,7860,4,Foodies,2021-01-04,0.05750636132315522
127615,NexGen Systems,Influencer,Men 25-34,45 days,Website,0.05,7126.0,7.67,New York,German,191,5166,4,Foodies,2021-08-18,0.03697251258226868
107933,Alpha Innovations,Influencer,All Ages,60 days,Email,0.11,9794.0,2.41,Miami,Spanish,412,4409,4,Tech Enthusiasts,2021-09-15,0.09344522567475617
130340,TechCorp,Search,All Ages,30 days,Instagram,0.06,15151.0,4.76,New York,Spanish,564,1696,2,Fashionistas,2021-02-04,0.33254716981132076
12036,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,0.12,13394.0,5.59,Miami,French,164,2942,1,Outdoor Adventurers,2021-12-22,0.0557443915703603
164541,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,0.15,17847.0,6.43,Miami,Spanish,517,7505,9,Fashionistas,2021-10-18,0.06888740839440373
84146,Innovate Industries,Search,Men 25-34,30 days,Facebook,0.1,12061.0,2.95,New York,Mandarin,316,3223,4,Tech Enthusiasts,2021-07-15,0.09804529941048712
56703,DataTech Solutions,Display,Women 25-34,30 days,Facebook,0.1,9327.0,4.53,Miami,German,682,2148,9,Fashionistas,2021-05-08,0.31750465549348234
101608,Alpha Innovations,Search,Women 25-34,60 days,Google Ads,0.14,9616.0,2.07,Houston,Mandarin,937,5282,5,Health & Wellness,2021-05-18,0.1773949261643317
1037,NexGen Systems,Display,Men 18-24,30 days,Email,0.06,15339.0,4.61,Los Angeles,Mandarin,998,8871,4,Health & Wellness,2021-11-03,0.11250140908578514
2505,DataTech Solutions,Social Media,Women 35-44,60 days,Website,0.04,12559.0,6.84,Los Angeles,Mandarin,877,8529,9,Health & Wellness,2021-11-11,0.10282565365224527
59477,Innovate Industries,Search,Men 18-24,45 days,Website,0.03,12022.0,3.02,Houston,French,395,7554,8,Fashionistas,2021-12-13,0.05229017738946254
137994,DataTech Solutions,Influencer,All Ages,60 days,Email,0.05,9175.0,6.22,Miami,French,196,1960,1,Foodies,2021-01-24,0.1
43709,Innovate Industries,Search,Men 25-34,30 days,Facebook,0.1,12323.0,5.55,New York,Mandarin,759,8965,3,Health & Wellness,2021-10-01,0.08466257668711656
23401,TechCorp,Social Media,Women 25-34,45 days,Email,0.12,7617.0,6.27,Miami,Mandarin,919,1654,7,Fashionistas,2021-02-10,0.5556227327690447
141623,DataTech Solutions,Email,Men 25-34,30 days,Instagram,0.09,10088.0,7.01,New York,Mandarin,975,3892,2,Foodies,2021-01-03,0.250513874614594
50279,DataTech Solutions,Email,Men 25-34,45 days,Website,0.13,12735.0,2.35,Miami,English,974,3955,3,Fashionistas,2021-10-01,0.24627054361567635
19812,TechCorp,Display,All Ages,30 days,Facebook,0.07,13411.0,6.41,Miami,Mandarin,763,4619,2,Foodies,2021-04-12,0.16518726997185537
140355,Innovate Industries,Social Media,Women 25-34,15 days,Instagram,0.12,13048.0,3.86,Los Angeles,Spanish,454,9422,7,Outdoor Adventurers,2021-07-14,0.04818509870515814
142543,Innovate Industries,Search,All Ages,15 days,Website,0.04,10114.0,4.43,Chicago,Mandarin,472,9344,6,Health & Wellness,2021-07-12,0.05051369863013699
170994,NexGen Systems,Email,All Ages,15 days,Facebook,0.09,7711.0,3.37,Los Angeles,Mandarin,355,8040,7,Fashionistas,2021-06-23,0.04415422885572139
72817,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.03,9597.0,4.23,Houston,English,320,1219,7,Outdoor Adventurers,2021-07-01,0.26251025430680885
78018,TechCorp,Social Media,Women 25-34,30 days,YouTube,0.14,8804.0,3.25,Houston,Spanish,267,9811,4,Fashionistas,2021-09-30,0.027214351238405873
118055,Alpha Innovations,Influencer,All Ages,45 days,Google Ads,0.12,12967.0,4.91,Chicago,German,215,4994,3,Health & Wellness,2021-06-09,0.043051661994393274
39925,Alpha Innovations,Email,Men 18-24,15 days,Instagram,0.04,19487.0,7.97,Miami,Mandarin,832,5410,3,Foodies,2021-05-20,0.15378927911275417
173693,NexGen Systems,Search,Men 18-24,60 days,Facebook,0.06,14983.0,5.17,Houston,German,145,4810,10,Health & Wellness,2021-11-14,0.030145530145530147
51202,DataTech Solutions,Search,Men 18-24,45 days,Website,0.12,19390.0,2.61,Houston,English,546,1426,5,Health & Wellness,2021-04-12,0.38288920056100983
28050,NexGen Systems,Search,Women 25-34,45 days,Website,0.1,8893.0,6.45,Los Angeles,Spanish,255,7336,6,Tech Enthusiasts,2021-11-06,0.034760087241003275
185951,Alpha Innovations,Display,Men 25-34,45 days,YouTube,0.06,19235.0,2.23,Houston,French,555,4620,8,Fashionistas,2021-06-15,0.12012987012987013
171114,Alpha Innovations,Influencer,All Ages,15 days,Google Ads,0.09,16652.0,2.57,Miami,Mandarin,690,5218,6,Foodies,2021-10-21,0.1322345726331928
28778,NexGen Systems,Social Media,Men 25-34,30 days,Website,0.1,13221.0,7.73,Chicago,French,461,4174,2,Outdoor Adventurers,2021-11-04,0.11044561571633925
90958,DataTech Solutions,Influencer,All Ages,30 days,Email,0.04,5828.0,4.49,Los Angeles,Mandarin,558,7079,3,Outdoor Adventurers,2021-03-14,0.07882469275321373
9759,NexGen Systems,Search,Women 25-34,30 days,Email,0.02,18835.0,3.87,Chicago,English,391,5800,4,Outdoor Adventurers,2021-09-26,0.06741379310344828
119883,TechCorp,Influencer,Women 35-44,15 days,Website,0.03,12726.0,4.62,Los Angeles,German,718,6638,6,Health & Wellness,2021-06-12,0.1081651099728834
140918,DataTech Solutions,Email,Men 18-24,15 days,Website,0.03,19849.0,4.26,New York,Spanish,691,3515,6,Foodies,2021-01-28,0.1965860597439545
92220,Alpha Innovations,Email,Women 25-34,15 days,Email,0.02,5769.0,6.73,Miami,English,638,6672,8,Health & Wellness,2021-08-28,0.09562350119904077
159282,TechCorp,Social Media,Men 18-24,15 days,Website,0.13,11376.0,2.91,New York,Spanish,689,4894,1,Health & Wellness,2021-05-22,0.14078463424601553
11631,TechCorp,Display,All Ages,45 days,Google Ads,0.04,13067.0,4.88,Miami,German,778,6918,1,Health & Wellness,2021-11-12,0.11246024862677075
139072,TechCorp,Display,Women 25-34,30 days,Website,0.01,16866.0,7.12,Houston,French,129,9386,7,Tech Enthusiasts,2021-01-07,0.013743873854677178
32387,NexGen Systems,Email,Women 25-34,60 days,Email,0.08,17704.0,8.0,Miami,French,835,8935,2,Foodies,2021-09-24,0.09345271404588697
166645,DataTech Solutions,Email,Men 25-34,45 days,YouTube,0.11,13075.0,3.77,New York,German,883,9812,4,Outdoor Adventurers,2021-07-24,0.08999184671830411
51993,NexGen Systems,Search,Men 25-34,30 days,Instagram,0.08,6063.0,4.36,Miami,French,105,3165,3,Health & Wellness,2021-06-12,0.03317535545023697
46573,DataTech Solutions,Display,Women 35-44,30 days,Google Ads,0.02,6212.0,5.59,Miami,Spanish,776,4858,10,Tech Enthusiasts,2021-08-06,0.15973651708522024
199931,Alpha Innovations,Email,Women 25-34,15 days,Instagram,0.11,7063.0,7.85,Los Angeles,Mandarin,117,9582,1,Outdoor Adventurers,2021-10-03,0.012210394489668128
165149,Innovate Industries,Display,Women 25-34,15 days,Google Ads,0.05,5235.0,7.9,Chicago,English,174,9035,2,Foodies,2021-06-18,0.019258439402324294
49611,TechCorp,Search,Men 25-34,15 days,Email,0.09,17806.0,7.19,Houston,German,215,8726,8,Outdoor Adventurers,2021-12-02,0.024639009855603942
153816,Innovate Industries,Search,Men 18-24,15 days,Email,0.07,9853.0,5.16,Houston,German,693,5176,6,Health & Wellness,2021-05-31,0.133887171561051
153770,Alpha Innovations,Email,Men 25-34,30 days,YouTube,0.15,13649.0,7.58,New York,French,687,4451,3,Health & Wellness,2021-04-15,0.15434733767692654
199998,DataTech Solutions,Social Media,Men 18-24,45 days,Website,0.05,13397.0,3.25,New York,Mandarin,723,9548,3,Tech Enthusiasts,2021-12-09,0.07572266443234185
156754,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.11,19867.0,7.87,Chicago,English,793,2047,6,Outdoor Adventurers,2021-06-18,0.3873961895456766
181255,Alpha Innovations,Display,Men 25-34,60 days,Google Ads,0.14,5007.0,7.55,Miami,English,707,9853,10,Outdoor Adventurers,2021-08-03,0.07175479549375825
94643,Innovate Industries,Display,Men 25-34,45 days,Website,0.12,12956.0,7.74,Miami,French,235,1257,1,Fashionistas,2021-04-18,0.1869530628480509
51768,DataTech Solutions,Display,Men 25-34,15 days,YouTube,0.12,5051.0,2.27,New York,French,862,3814,8,Outdoor Adventurers,2021-10-30,0.2260094389092816
130245,TechCorp,Display,Women 25-34,45 days,Instagram,0.05,11344.0,7.46,Chicago,German,221,8302,2,Tech Enthusiasts,2021-11-01,0.026620091544206217
20110,TechCorp,Email,Women 35-44,45 days,Google Ads,0.1,13269.0,4.78,Houston,German,566,5506,1,Health & Wellness,2021-02-04,0.10279694878314566
154740,TechCorp,Email,Men 25-34,30 days,YouTube,0.14,10505.0,2.5,Los Angeles,English,117,2759,9,Outdoor Adventurers,2021-12-11,0.042406669083001086
93732,Alpha Innovations,Social Media,Men 18-24,30 days,Website,0.04,18680.0,2.38,Los Angeles,English,115,9088,4,Fashionistas,2021-10-19,0.012654049295774648
70699,TechCorp,Email,All Ages,30 days,Google Ads,0.01,19726.0,3.48,Houston,English,778,5824,7,Fashionistas,2021-09-11,0.13358516483516483
195164,TechCorp,Email,Women 35-44,60 days,Email,0.1,17543.0,2.19,Chicago,English,879,3298,4,Fashionistas,2021-09-11,0.266525166767738
44360,Innovate Industries,Display,All Ages,60 days,Website,0.04,13354.0,4.43,Los Angeles,Mandarin,192,4171,8,Health & Wellness,2021-07-14,0.04603212658834812
111845,NexGen Systems,Social Media,Women 25-34,45 days,Website,0.12,9434.0,4.83,Miami,English,217,8235,3,Outdoor Adventurers,2021-06-04,0.026350941105039466
47584,NexGen Systems,Display,All Ages,30 days,Email,0.09,16647.0,2.23,Miami,English,616,3771,10,Foodies,2021-05-14,0.1633518960487934
187983,NexGen Systems,Email,Men 25-34,30 days,Facebook,0.07,14414.0,5.34,Los Angeles,French,871,8918,10,Health & Wellness,2021-01-08,0.09766763848396501
97715,NexGen Systems,Search,Men 18-24,15 days,Facebook,0.08,7062.0,2.75,New York,Mandarin,213,6253,8,Health & Wellness,2021-09-17,0.03406364944826483
170824,Innovate Industries,Display,Men 18-24,45 days,Facebook,0.09,8432.0,5.37,Chicago,French,833,7500,2,Tech Enthusiasts,2021-01-04,0.11106666666666666
100619,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.06,13513.0,5.66,Los Angeles,German,298,2824,7,Outdoor Adventurers,2021-09-01,0.10552407932011332
22587,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,0.14,14177.0,4.28,New York,French,317,1369,10,Outdoor Adventurers,2021-11-18,0.23155588020452886
116142,TechCorp,Email,Men 25-34,45 days,YouTube,0.14,10776.0,6.77,Chicago,German,391,8427,4,Tech Enthusiasts,2021-03-13,0.04639848107274237
75614,Innovate Industries,Social Media,Women 25-34,60 days,Google Ads,0.06,11315.0,3.6,Miami,Spanish,867,6644,10,Foodies,2021-02-28,0.13049367850692353
136800,DataTech Solutions,Search,Women 25-34,60 days,Facebook,0.11,14095.0,5.64,Miami,Spanish,271,4969,6,Foodies,2021-10-17,0.05453813644596498
185973,Alpha Innovations,Email,Men 25-34,30 days,YouTube,0.13,18257.0,3.63,Los Angeles,German,557,2650,4,Fashionistas,2021-07-07,0.210188679245283
121956,TechCorp,Email,Men 18-24,30 days,Google Ads,0.12,16193.0,6.72,Houston,French,304,4062,1,Foodies,2021-02-15,0.07483998030526834
49198,TechCorp,Email,Women 25-34,30 days,Google Ads,0.13,9732.0,3.67,Houston,Spanish,177,4658,6,Outdoor Adventurers,2021-10-15,0.037999141262344355
56028,DataTech Solutions,Social Media,Men 25-34,60 days,Facebook,0.07,12712.0,3.92,Chicago,Mandarin,844,6798,10,Outdoor Adventurers,2021-07-02,0.12415416298911444
46338,TechCorp,Display,Women 25-34,60 days,YouTube,0.13,11806.0,2.83,Miami,German,196,1093,9,Foodies,2021-12-14,0.17932296431838976
104114,Alpha Innovations,Email,All Ages,45 days,YouTube,0.13,7986.0,7.27,New York,German,218,8514,7,Tech Enthusiasts,2021-03-30,0.025604886070002348
197428,Alpha Innovations,Email,Men 25-34,15 days,Google Ads,0.08,14218.0,4.7,Los Angeles,German,116,9812,7,Health & Wellness,2021-11-24,0.011822258459029759
